TransactionID,CustomerID,StoreID,Date,Time,Year,Month,MonthName,DayOfWeek,IsWeekend,Age,AgeGroup,Gender,Location,OnlineOrderFlag,Channel,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,PromotionApplied,DiscountAmount,DiscountApplied,GiftWrap,ShippingMethod,DeliveryTime(Days),Weather,Event,CustomerSatisfaction,ReturnFlag
1066,374,,2021-12-15,18:54:52,2021,12,December,Wednesday,False,64,51+,Female,City_14,True,Online,817,Clothing_Product,Clothing,1,58.03655392,58.03655392,Credit Card,True,5.803655392,True,False,Express,2.0,Sunny,Black Friday,4,True
1067,217,,2022-11-27,23:51:54,2022,11,November,Sunday,True,54,51+,Male,City_7,True,Online,171,Clothing_Product,Clothing,4,92.24133326,368.965333,Credit Card,False,36.8965333,True,True,Overnight,4.0,Rainy,Black Friday,3,True
1068,478,77,2023-11-17,7:51:57,2023,11,November,Friday,False,68,51+,Male,City_3,False,In-Store,469,Toys_Product,Toys,3,53.6244687,160.8734061,Online Payment,True,16.08734061,True,True,Not Applicable (In-Store),,Snowy,Black Friday,3,False
1069,305,11,2020-11-22,19:30:53,2020,11,November,Sunday,True,56,51+,Male,City_6,False,In-Store,249,Decorations_Product,Decorations,4,35.12990612,140.5196245,Online Payment,True,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,4,True
1070,9,,2023-12-04,15:13:47,2023,12,December,Monday,False,23,18-25,Other,City_14,True,Online,302,Decorations_Product,Decorations,4,45.63572779,182.5429112,Credit Card,True,18.25429112,True,True,Standard,3.0,Rainy,Black Friday,4,False
1071,481,,2020-12-26,7:17:46,2020,12,December,Saturday,True,50,36-50,Female,City_5,True,Online,539,Clothing_Product,Clothing,2,89.80800245,179.6160049,Online Payment,True,0.0,False,True,Express,1.0,Sunny,Christmas Market,1,False
1072,239,34,2023-12-29,18:29:01,2023,12,December,Friday,False,58,51+,Male,City_8,False,In-Store,909,Electronics_Product,Electronics,2,58.73276195,117.4655239,Cash,False,11.74655239,True,True,Not Applicable (In-Store),,Rainy,Black Friday,4,False
1073,498,72,2023-12-19,13:03:53,2023,12,December,Tuesday,False,20,18-25,Other,City_1,False,In-Store,632,Electronics_Product,Electronics,3,37.20701689,111.6210507,Credit Card,True,0.0,False,True,Not Applicable (In-Store),,Rainy,No Event,2,False
1074,496,85,2021-11-02,8:07:50,2021,11,November,Tuesday,False,46,36-50,Male,City_11,False,In-Store,881,Electronics_Product,Electronics,4,50.24423092,200.9769237,Debit Card,True,20.09769237,True,False,Not Applicable (In-Store),,Snowy,Black Friday,5,False
1075,242,,2022-11-11,15:12:13,2022,11,November,Friday,False,53,51+,Female,City_2,True,Online,200,Decorations_Product,Decorations,5,28.19423471,140.9711736,Cash,True,14.09711736,True,True,Overnight,2.0,Rainy,Black Friday,3,False
1076,39,78,2019-12-19,19:45:59,2019,12,December,Thursday,False,49,36-50,Female,City_15,False,In-Store,193,Food_Product,Food,2,36.55885303,73.11770607,Online Payment,True,0.0,False,False,Not Applicable (In-Store),,Snowy,Christmas Market,4,False
1077,195,,2020-11-06,6:41:08,2020,11,November,Friday,False,40,36-50,Other,City_7,True,Online,830,Clothing_Product,Clothing,2,31.47004359,62.94008718,Cash,False,6.294008718,True,True,Standard,3.0,Rainy,Black Friday,3,False
1078,252,,2022-11-29,19:23:20,2022,11,November,Tuesday,False,24,18-25,Other,City_17,True,Online,151,Toys_Product,Toys,2,21.65618377,43.31236753,Online Payment,True,4.331236753,True,False,Standard,5.0,Rainy,Black Friday,4,True
1079,227,63,2021-12-30,9:38:53,2021,12,December,Thursday,False,56,51+,Female,City_14,False,In-Store,32,Clothing_Product,Clothing,3,33.7295215,101.1885645,Online Payment,False,10.11885645,True,True,Not Applicable (In-Store),,Sunny,Black Friday,4,True
1080,293,,2022-11-21,14:15:27,2022,11,November,Monday,False,67,51+,Female,City_10,True,Online,36,Clothing_Product,Clothing,4,94.05658495,376.2263398,Online Payment,True,0.0,False,True,Express,1.0,Rainy,Christmas Market,4,True
1081,76,38,2019-11-21,22:26:38,2019,11,November,Thursday,False,28,26-35,Female,City_13,False,In-Store,214,Toys_Product,Toys,3,75.79962732,227.398882,Debit Card,True,22.7398882,True,False,Not Applicable (In-Store),,Snowy,Black Friday,3,False
1082,173,63,2022-11-04,17:26:24,2022,11,November,Friday,False,43,36-50,Female,City_10,False,In-Store,87,Electronics_Product,Electronics,2,81.71747678,163.4349536,Cash,False,16.34349536,True,True,Not Applicable (In-Store),,Sunny,Black Friday,1,True
1083,267,,2021-11-15,12:50:58,2021,11,November,Monday,False,50,36-50,Female,City_5,True,Online,9,Decorations_Product,Decorations,2,38.0700093,76.1400186,Debit Card,True,7.61400186,True,True,Standard,3.0,Rainy,Black Friday,5,True
1084,332,,2023-11-13,17:37:36,2023,11,November,Monday,False,31,26-35,Other,City_3,True,Online,286,Decorations_Product,Decorations,4,30.80565886,123.2226354,Debit Card,False,0.0,False,True,Express,4.0,Sunny,No Event,2,False
1085,291,,2021-11-29,19:00:17,2021,11,November,Monday,False,33,26-35,Female,City_15,True,Online,215,Toys_Product,Toys,1,18.39615153,18.39615153,Online Payment,False,1.839615153,True,True,Express,1.0,Snowy,Black Friday,2,False
1086,79,93,2018-12-01,6:11:40,2018,12,December,Saturday,True,54,51+,Female,City_7,False,In-Store,519,Toys_Product,Toys,2,57.11167203,114.2233441,Cash,False,0.0,False,True,Not Applicable (In-Store),,Sunny,Christmas Market,4,False
1087,362,,2020-11-25,17:36:03,2020,11,November,Wednesday,False,36,36-50,Female,City_6,True,Online,628,Toys_Product,Toys,3,23.66447788,70.99343364,Cash,True,7.099343364,True,False,Overnight,4.0,Sunny,Black Friday,4,False
1088,133,,2022-11-11,17:51:49,2022,11,November,Friday,False,54,51+,Female,City_11,True,Online,806,Toys_Product,Toys,2,45.42386382,90.84772764,Credit Card,True,9.084772764,True,True,Overnight,2.0,Sunny,Black Friday,4,False
1089,42,,2021-12-06,10:50:43,2021,12,December,Monday,False,48,36-50,Female,City_13,True,Online,536,Food_Product,Food,5,35.33352656,176.6676328,Debit Card,True,0.0,False,False,Overnight,2.0,Sunny,Christmas Market,2,False
1090,335,,2019-12-29,3:01:42,2019,12,December,Sunday,True,18,18-25,Other,City_4,True,Online,270,Clothing_Product,Clothing,4,71.33837576,285.353503,Online Payment,False,0.0,False,True,Express,1.0,Snowy,No Event,2,False
1091,117,,2019-11-07,0:40:33,2019,11,November,Thursday,False,21,18-25,Other,City_10,True,Online,976,Toys_Product,Toys,5,62.21268492,311.0634246,Cash,False,0.0,False,False,Standard,2.0,Sunny,No Event,4,True
1092,35,82,2020-12-04,5:40:16,2020,12,December,Friday,False,60,51+,Female,City_10,False,In-Store,725,Clothing_Product,Clothing,3,25.57878092,76.73634276,Cash,True,0.0,False,True,Not Applicable (In-Store),,Rainy,Christmas Market,3,False
1093,49,22,2021-12-31,21:56:31,2021,12,December,Friday,False,48,36-50,Male,City_15,False,In-Store,706,Food_Product,Food,2,97.27813828,194.5562766,Cash,False,19.45562766,True,True,Not Applicable (In-Store),,Snowy,Black Friday,3,True
1094,265,51,2019-11-03,22:51:06,2019,11,November,Sunday,True,69,51+,Female,City_3,False,In-Store,917,Toys_Product,Toys,2,56.80698205,113.6139641,Online Payment,False,0.0,False,False,Not Applicable (In-Store),,Rainy,Christmas Market,5,False
1095,353,,2018-11-23,15:33:20,2018,11,November,Friday,False,43,36-50,Male,City_6,True,Online,912,Toys_Product,Toys,3,57.61306951,172.8392085,Credit Card,False,17.28392085,True,False,Standard,1.0,Sunny,Black Friday,4,False
1096,442,59,2020-12-11,7:35:07,2020,12,December,Friday,False,38,36-50,Male,City_2,False,In-Store,253,Food_Product,Food,2,72.79624977,145.5924995,Credit Card,True,0.0,False,False,Not Applicable (In-Store),,Sunny,No Event,4,True
1097,168,,2023-11-17,6:59:22,2023,11,November,Friday,False,26,26-35,Other,City_4,True,Online,495,Toys_Product,Toys,5,97.82304432,489.1152216,Credit Card,False,48.91152216,True,True,Standard,4.0,Snowy,Black Friday,1,False
1098,408,,2018-11-30,18:11:17,2018,11,November,Friday,False,42,36-50,Female,City_15,True,Online,472,Clothing_Product,Clothing,3,99.12812196,297.3843659,Online Payment,True,0.0,False,True,Overnight,1.0,Snowy,Christmas Market,2,True
1099,292,96,2020-11-15,15:01:35,2020,11,November,Sunday,True,34,26-35,Male,City_18,False,In-Store,718,Decorations_Product,Decorations,2,65.62696583,131.2539317,Debit Card,False,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,1,False
1100,231,,2022-11-26,21:32:26,2022,11,November,Saturday,True,52,51+,Other,City_17,True,Online,28,Toys_Product,Toys,5,62.06420323,310.3210162,Credit Card,True,31.03210162,True,False,Overnight,2.0,Rainy,Black Friday,3,False
1101,139,,2021-11-13,7:49:43,2021,11,November,Saturday,True,60,51+,Other,City_3,True,Online,129,Decorations_Product,Decorations,4,61.65110419,246.6044168,Credit Card,True,0.0,False,False,Express,5.0,Snowy,No Event,2,False
1102,54,,2023-12-13,11:57:52,2023,12,December,Wednesday,False,44,36-50,Female,City_5,True,Online,629,Clothing_Product,Clothing,4,59.34128225,237.365129,Cash,True,23.7365129,True,True,Standard,4.0,Rainy,Black Friday,2,True
1103,65,56,2022-12-25,6:22:44,2022,12,December,Sunday,True,42,36-50,Male,City_5,False,In-Store,293,Clothing_Product,Clothing,3,17.77320797,53.31962391,Online Payment,True,5.331962391,True,True,Not Applicable (In-Store),,Sunny,Black Friday,1,True
1104,112,,2021-12-02,15:16:17,2021,12,December,Thursday,False,56,51+,Male,City_6,True,Online,647,Electronics_Product,Electronics,3,50.53812227,151.6143668,Cash,False,15.16143668,True,False,Standard,1.0,Snowy,Black Friday,1,True
1105,187,,2023-11-01,0:34:45,2023,11,November,Wednesday,False,50,36-50,Male,City_4,True,Online,502,Electronics_Product,Electronics,5,62.98460311,314.9230156,Credit Card,False,0.0,False,False,Express,3.0,Snowy,No Event,3,False
1106,324,66,2018-12-05,18:48:54,2018,12,December,Wednesday,False,23,18-25,Other,City_8,False,In-Store,774,Decorations_Product,Decorations,3,77.15237838,231.4571351,Cash,False,0.0,False,False,Not Applicable (In-Store),,Rainy,Christmas Market,1,True
1107,456,94,2020-11-15,6:22:41,2020,11,November,Sunday,True,29,26-35,Male,City_8,False,In-Store,903,Toys_Product,Toys,3,52.77812555,158.3343766,Debit Card,True,0.0,False,True,Not Applicable (In-Store),,Sunny,No Event,1,True
1108,46,,2022-11-11,7:40:28,2022,11,November,Friday,False,31,26-35,Other,City_8,True,Online,533,Electronics_Product,Electronics,4,77.82242006,311.2896802,Cash,True,31.12896802,True,False,Express,1.0,Snowy,Black Friday,2,False
1109,90,80,2019-11-13,19:38:11,2019,11,November,Wednesday,False,70,51+,Male,City_5,False,In-Store,947,Toys_Product,Toys,4,62.8669041,251.4676164,Cash,False,25.14676164,True,False,Not Applicable (In-Store),,Snowy,Black Friday,5,False
1110,481,,2021-12-23,11:48:24,2021,12,December,Thursday,False,21,18-25,Female,City_5,True,Online,20,Electronics_Product,Electronics,5,11.14267884,55.7133942,Cash,False,0.0,False,False,Overnight,3.0,Rainy,No Event,5,True
1111,460,,2022-12-07,20:07:02,2022,12,December,Wednesday,False,20,18-25,Other,City_9,True,Online,390,Toys_Product,Toys,5,27.46476509,137.3238255,Cash,True,13.73238255,True,False,Overnight,2.0,Snowy,Black Friday,5,True
1112,133,,2023-12-21,20:10:26,2023,12,December,Thursday,False,45,36-50,Other,City_6,True,Online,541,Clothing_Product,Clothing,3,64.01926255,192.0577876,Cash,False,19.20577876,True,False,Standard,5.0,Snowy,Black Friday,1,False
1113,405,78,2019-11-20,2:50:56,2019,11,November,Wednesday,False,66,51+,Female,City_12,False,In-Store,42,Toys_Product,Toys,2,93.83598932,187.6719786,Cash,False,0.0,False,False,Not Applicable (In-Store),,Snowy,No Event,5,True
1114,181,98,2020-11-19,13:57:00,2020,11,November,Thursday,False,44,36-50,Female,City_16,False,In-Store,36,Food_Product,Food,2,20.30912904,40.61825809,Debit Card,True,4.061825809,True,False,Not Applicable (In-Store),,Snowy,Black Friday,3,True
1115,86,17,2021-12-24,20:04:23,2021,12,December,Friday,False,49,36-50,Female,City_20,False,In-Store,44,Toys_Product,Toys,1,52.91371067,52.91371067,Cash,False,5.291371067,True,True,Not Applicable (In-Store),,Rainy,Black Friday,2,False
1116,354,,2023-12-06,17:29:31,2023,12,December,Wednesday,False,46,36-50,Female,City_18,True,Online,402,Toys_Product,Toys,3,97.86795452,293.6038636,Credit Card,False,0.0,False,True,Overnight,2.0,Sunny,No Event,5,False
1117,470,,2020-11-29,8:50:27,2020,11,November,Sunday,True,29,26-35,Male,City_4,True,Online,732,Electronics_Product,Electronics,1,21.06813163,21.06813163,Online Payment,False,2.106813163,True,True,Standard,2.0,Snowy,Black Friday,5,False
1118,325,40,2018-12-04,17:10:22,2018,12,December,Tuesday,False,57,51+,Female,City_3,False,In-Store,998,Electronics_Product,Electronics,5,82.04340285,410.2170143,Credit Card,True,41.02170143,True,True,Not Applicable (In-Store),,Snowy,Black Friday,3,True
1119,473,,2023-11-18,18:20:05,2023,11,November,Saturday,True,68,51+,Male,City_14,True,Online,938,Clothing_Product,Clothing,5,49.85306888,249.2653444,Debit Card,True,0.0,False,False,Overnight,4.0,Sunny,No Event,4,True
1120,34,,2019-11-29,23:32:29,2019,11,November,Friday,False,34,26-35,Female,City_4,True,Online,691,Toys_Product,Toys,1,76.47928063,76.47928063,Online Payment,True,7.647928063,True,True,Express,1.0,Snowy,Black Friday,4,False
1121,15,,2023-11-24,13:48:26,2023,11,November,Friday,False,62,51+,Male,City_19,True,Online,325,Clothing_Product,Clothing,5,34.47334066,172.3667033,Cash,False,17.23667033,True,True,Express,4.0,Rainy,Black Friday,2,False
1122,89,30,2021-12-01,16:06:52,2021,12,December,Wednesday,False,63,51+,Other,City_1,False,In-Store,846,Decorations_Product,Decorations,3,10.13187279,30.39561838,Online Payment,True,0.0,False,False,Not Applicable (In-Store),,Snowy,Christmas Market,3,False
1123,256,63,2020-12-12,20:22:00,2020,12,December,Saturday,True,53,51+,Male,City_15,False,In-Store,93,Clothing_Product,Clothing,5,74.68646927,373.4323463,Credit Card,True,0.0,False,True,Not Applicable (In-Store),,Rainy,No Event,4,False
1124,252,38,2018-11-11,11:05:49,2018,11,November,Sunday,True,45,36-50,Female,City_3,False,In-Store,791,Electronics_Product,Electronics,4,25.11140439,100.4456176,Credit Card,False,0.0,False,True,Not Applicable (In-Store),,Sunny,Christmas Market,3,False
1125,59,,2019-11-02,14:14:27,2019,11,November,Saturday,True,52,51+,Female,City_12,True,Online,302,Clothing_Product,Clothing,1,79.62057207,79.62057207,Credit Card,True,7.962057207,True,False,Overnight,5.0,Sunny,Black Friday,5,True
1126,302,93,2020-11-23,22:48:58,2020,11,November,Monday,False,50,36-50,Male,City_2,False,In-Store,845,Electronics_Product,Electronics,3,87.75664704,263.2699411,Cash,False,26.32699411,True,True,Not Applicable (In-Store),,Rainy,Black Friday,4,False
1127,317,,2022-11-05,12:15:07,2022,11,November,Saturday,True,29,26-35,Other,City_13,True,Online,677,Clothing_Product,Clothing,3,39.86650293,119.5995088,Debit Card,False,0.0,False,False,Express,2.0,Rainy,No Event,4,True
1128,485,1,2020-12-27,13:06:00,2020,12,December,Sunday,True,66,51+,Other,City_13,False,In-Store,431,Decorations_Product,Decorations,2,42.68744387,85.37488773,Cash,False,0.0,False,False,Not Applicable (In-Store),,Snowy,Christmas Market,2,False
1129,19,72,2018-12-24,12:21:36,2018,12,December,Monday,False,40,36-50,Female,City_7,False,In-Store,616,Toys_Product,Toys,2,60.32030696,120.6406139,Debit Card,True,0.0,False,False,Not Applicable (In-Store),,Rainy,No Event,3,True
1130,204,,2018-12-26,1:43:51,2018,12,December,Wednesday,False,55,51+,Male,City_11,True,Online,670,Electronics_Product,Electronics,5,25.85929299,129.2964649,Online Payment,True,0.0,False,False,Express,5.0,Snowy,Christmas Market,5,True
1131,469,,2018-11-20,15:29:44,2018,11,November,Tuesday,False,31,26-35,Male,City_14,True,Online,578,Food_Product,Food,3,30.03113044,90.09339132,Online Payment,True,0.0,False,False,Standard,4.0,Rainy,Christmas Market,5,True
1132,291,,2023-11-28,19:56:33,2023,11,November,Tuesday,False,62,51+,Male,City_6,True,Online,97,Decorations_Product,Decorations,3,84.68470188,254.0541056,Debit Card,True,25.40541056,True,True,Express,1.0,Rainy,Black Friday,2,True
1133,38,56,2018-12-06,19:15:55,2018,12,December,Thursday,False,59,51+,Male,City_8,False,In-Store,265,Decorations_Product,Decorations,2,30.66415312,61.32830623,Credit Card,False,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,1,True
1134,45,100,2018-12-04,7:08:47,2018,12,December,Tuesday,False,58,51+,Male,City_11,False,In-Store,689,Decorations_Product,Decorations,1,80.57122517,80.57122517,Online Payment,True,0.0,False,True,Not Applicable (In-Store),,Rainy,Christmas Market,5,True
1135,205,16,2021-12-04,6:25:12,2021,12,December,Saturday,True,65,51+,Other,City_6,False,In-Store,483,Electronics_Product,Electronics,3,56.90374735,170.7112421,Online Payment,True,17.07112421,True,True,Not Applicable (In-Store),,Sunny,Black Friday,4,True
1136,264,54,2018-11-25,18:07:19,2018,11,November,Sunday,True,38,36-50,Other,City_16,False,In-Store,275,Decorations_Product,Decorations,2,11.49744579,22.99489158,Credit Card,True,2.299489158,True,True,Not Applicable (In-Store),,Snowy,Black Friday,3,True
1137,474,,2023-11-05,17:14:02,2023,11,November,Sunday,True,49,36-50,Female,City_2,True,Online,144,Clothing_Product,Clothing,5,78.16542877,390.8271438,Online Payment,False,39.08271438,True,False,Standard,4.0,Snowy,Black Friday,2,True
1138,168,,2019-12-06,7:21:31,2019,12,December,Friday,False,58,51+,Other,City_11,True,Online,340,Toys_Product,Toys,5,78.95369237,394.7684619,Cash,False,0.0,False,False,Overnight,4.0,Snowy,Christmas Market,4,False
1139,186,,2018-11-01,9:28:18,2018,11,November,Thursday,False,54,51+,Other,City_13,True,Online,26,Toys_Product,Toys,4,62.0268082,248.1072328,Debit Card,True,0.0,False,False,Overnight,1.0,Rainy,Christmas Market,5,True
1140,421,,2020-11-15,0:36:10,2020,11,November,Sunday,True,63,51+,Other,City_6,True,Online,557,Decorations_Product,Decorations,4,42.52301037,170.0920415,Online Payment,False,0.0,False,True,Overnight,1.0,Snowy,No Event,5,False
1141,379,,2018-12-15,0:45:41,2018,12,December,Saturday,True,22,18-25,Other,City_9,True,Online,572,Food_Product,Food,4,22.47906809,89.91627235,Online Payment,True,8.991627235,True,False,Express,1.0,Rainy,Black Friday,5,False
1142,101,,2022-12-20,2:05:58,2022,12,December,Tuesday,False,53,51+,Other,City_13,True,Online,273,Toys_Product,Toys,3,17.3409635,52.02289049,Cash,False,0.0,False,False,Express,1.0,Rainy,Christmas Market,3,False
1143,81,,2018-11-05,0:40:59,2018,11,November,Monday,False,35,26-35,Female,City_10,True,Online,259,Toys_Product,Toys,4,94.47092668,377.8837067,Debit Card,True,37.78837067,True,False,Overnight,4.0,Sunny,Black Friday,4,False
1144,391,,2022-11-11,13:32:07,2022,11,November,Friday,False,70,51+,Other,City_9,True,Online,566,Decorations_Product,Decorations,2,29.46229333,58.92458667,Credit Card,True,0.0,False,True,Express,5.0,Snowy,Christmas Market,3,True
1145,143,,2022-12-02,13:56:48,2022,12,December,Friday,False,68,51+,Other,City_5,True,Online,974,Decorations_Product,Decorations,4,44.89226364,179.5690545,Debit Card,False,0.0,False,False,Overnight,4.0,Rainy,No Event,3,False
1146,350,,2023-11-18,21:33:01,2023,11,November,Saturday,True,48,36-50,Female,City_14,True,Online,15,Electronics_Product,Electronics,4,94.87461374,379.4984549,Cash,True,37.94984549,True,False,Express,4.0,Rainy,Black Friday,5,False
1147,489,,2022-12-26,8:04:22,2022,12,December,Monday,False,33,26-35,Female,City_12,True,Online,600,Clothing_Product,Clothing,1,80.46125815,80.46125815,Debit Card,False,0.0,False,True,Standard,5.0,Snowy,Christmas Market,1,False
1148,128,,2020-12-08,23:45:52,2020,12,December,Tuesday,False,51,51+,Male,City_18,True,Online,627,Clothing_Product,Clothing,1,97.00840161,97.00840161,Cash,True,0.0,False,True,Express,4.0,Snowy,Christmas Market,3,False
1149,175,69,2020-11-02,6:54:22,2020,11,November,Monday,False,44,36-50,Male,City_13,False,In-Store,84,Toys_Product,Toys,3,46.34006,139.02018,Online Payment,True,0.0,False,True,Not Applicable (In-Store),,Rainy,Christmas Market,3,False
1150,143,,2020-12-04,22:59:07,2020,12,December,Friday,False,49,36-50,Female,City_15,True,Online,334,Clothing_Product,Clothing,4,27.52733285,110.1093314,Debit Card,True,0.0,False,False,Standard,5.0,Sunny,No Event,3,False
1151,165,72,2019-11-06,18:51:23,2019,11,November,Wednesday,False,22,18-25,Female,City_13,False,In-Store,527,Clothing_Product,Clothing,3,33.45892398,100.3767719,Online Payment,True,0.0,False,True,Not Applicable (In-Store),,Snowy,Christmas Market,4,False
1152,188,,2022-12-24,17:07:55,2022,12,December,Saturday,True,46,36-50,Male,City_13,True,Online,302,Food_Product,Food,2,23.81693831,47.63387662,Cash,True,4.763387662,True,False,Standard,3.0,Rainy,Black Friday,5,False
1153,353,,2021-12-27,20:37:34,2021,12,December,Monday,False,66,51+,Male,City_9,True,Online,774,Electronics_Product,Electronics,2,68.86714174,137.7342835,Online Payment,True,0.0,False,True,Express,5.0,Snowy,No Event,5,False
1154,32,,2019-11-03,10:34:01,2019,11,November,Sunday,True,33,26-35,Male,City_7,True,Online,165,Electronics_Product,Electronics,5,70.48323879,352.4161939,Debit Card,True,0.0,False,True,Overnight,2.0,Rainy,Christmas Market,3,True
1155,128,70,2022-11-15,7:11:34,2022,11,November,Tuesday,False,51,51+,Other,City_3,False,In-Store,406,Decorations_Product,Decorations,3,12.87228605,38.61685816,Online Payment,True,3.861685816,True,True,Not Applicable (In-Store),,Rainy,Black Friday,2,False
1156,172,,2022-12-25,13:29:34,2022,12,December,Sunday,True,66,51+,Other,City_20,True,Online,629,Clothing_Product,Clothing,1,72.10278352,72.10278352,Debit Card,False,0.0,False,False,Express,4.0,Sunny,No Event,2,False
1157,442,,2023-12-14,1:56:06,2023,12,December,Thursday,False,48,36-50,Female,City_19,True,Online,372,Food_Product,Food,5,67.7397276,338.698638,Debit Card,False,0.0,False,True,Overnight,3.0,Snowy,No Event,2,False
1158,434,,2021-12-30,0:30:59,2021,12,December,Thursday,False,54,51+,Male,City_4,True,Online,51,Electronics_Product,Electronics,2,43.53611088,87.07222177,Credit Card,False,8.707222177,True,False,Standard,4.0,Snowy,Black Friday,2,False
1159,294,,2018-11-13,18:04:01,2018,11,November,Tuesday,False,41,36-50,Male,City_20,True,Online,965,Clothing_Product,Clothing,5,34.17696238,170.8848119,Online Payment,True,0.0,False,False,Express,2.0,Rainy,Christmas Market,2,False
1160,68,,2021-11-21,1:07:24,2021,11,November,Sunday,True,40,36-50,Female,City_15,True,Online,893,Food_Product,Food,3,64.52346425,193.5703927,Credit Card,True,0.0,False,False,Overnight,5.0,Snowy,Christmas Market,2,True
1161,78,53,2020-11-29,21:07:06,2020,11,November,Sunday,True,48,36-50,Male,City_12,False,In-Store,966,Food_Product,Food,1,51.1095554,51.1095554,Debit Card,False,5.11095554,True,False,Not Applicable (In-Store),,Sunny,Black Friday,4,False
1162,68,,2021-12-02,9:53:00,2021,12,December,Thursday,False,48,36-50,Male,City_4,True,Online,933,Clothing_Product,Clothing,2,18.3187435,36.63748699,Online Payment,True,3.663748699,True,True,Standard,1.0,Snowy,Black Friday,5,False
1163,337,80,2018-12-13,22:20:58,2018,12,December,Thursday,False,60,51+,Other,City_16,False,In-Store,518,Food_Product,Food,3,86.0343868,258.1031604,Cash,False,0.0,False,False,Not Applicable (In-Store),,Snowy,Christmas Market,2,True
1164,425,,2020-11-19,4:35:11,2020,11,November,Thursday,False,43,36-50,Female,City_8,True,Online,884,Toys_Product,Toys,5,15.74656674,78.73283368,Debit Card,False,7.873283368,True,True,Express,1.0,Snowy,Black Friday,3,True
1165,39,47,2018-11-08,21:49:00,2018,11,November,Thursday,False,68,51+,Female,City_8,False,In-Store,416,Decorations_Product,Decorations,2,11.18572094,22.37144189,Cash,True,2.237144189,True,True,Not Applicable (In-Store),,Sunny,Black Friday,4,False
1166,29,,2018-11-02,11:28:26,2018,11,November,Friday,False,52,51+,Male,City_12,True,Online,942,Electronics_Product,Electronics,1,67.42418712,67.42418712,Online Payment,True,0.0,False,False,Express,4.0,Rainy,Christmas Market,4,False
1167,130,,2021-11-15,12:04:54,2021,11,November,Monday,False,49,36-50,Male,City_4,True,Online,113,Food_Product,Food,3,93.11312784,279.3393835,Online Payment,False,0.0,False,True,Express,1.0,Snowy,Christmas Market,3,False
1168,116,27,2023-11-18,11:40:31,2023,11,November,Saturday,True,49,36-50,Other,City_10,False,In-Store,795,Electronics_Product,Electronics,5,28.3995481,141.9977405,Cash,False,14.19977405,True,True,Not Applicable (In-Store),,Snowy,Black Friday,2,True
1169,99,65,2022-12-09,10:43:19,2022,12,December,Friday,False,54,51+,Female,City_13,False,In-Store,887,Electronics_Product,Electronics,3,74.36968483,223.1090545,Debit Card,False,22.31090545,True,True,Not Applicable (In-Store),,Snowy,Black Friday,4,True
1170,105,,2022-11-04,15:12:14,2022,11,November,Friday,False,59,51+,Other,City_19,True,Online,564,Toys_Product,Toys,3,70.17522937,210.5256881,Credit Card,False,0.0,False,True,Express,4.0,Sunny,Christmas Market,1,True
1171,45,,2018-12-22,9:21:41,2018,12,December,Saturday,True,25,18-25,Male,City_1,True,Online,938,Food_Product,Food,2,94.47767396,188.9553479,Credit Card,False,18.89553479,True,False,Overnight,2.0,Rainy,Black Friday,4,False
1172,319,,2018-12-06,15:28:57,2018,12,December,Thursday,False,44,36-50,Other,City_5,True,Online,159,Food_Product,Food,5,74.28336513,371.4168257,Credit Card,False,0.0,False,False,Express,4.0,Snowy,No Event,5,False
1173,334,68,2019-12-20,2:59:33,2019,12,December,Friday,False,46,36-50,Other,City_13,False,In-Store,557,Electronics_Product,Electronics,5,46.13489914,230.6744957,Cash,False,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,5,False
1174,334,,2020-11-03,5:48:54,2020,11,November,Tuesday,False,67,51+,Female,City_4,True,Online,867,Toys_Product,Toys,1,99.94755036,99.94755036,Debit Card,False,9.994755036,True,False,Overnight,3.0,Snowy,Black Friday,5,True
1175,217,,2022-11-10,2:51:41,2022,11,November,Thursday,False,18,18-25,Female,City_13,True,Online,339,Toys_Product,Toys,3,36.95736835,110.8721051,Credit Card,True,0.0,False,True,Overnight,3.0,Rainy,No Event,1,False
1176,410,52,2020-12-26,10:41:13,2020,12,December,Saturday,True,57,51+,Female,City_16,False,In-Store,201,Toys_Product,Toys,1,29.49674945,29.49674945,Online Payment,False,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,5,True
1177,87,,2023-12-10,13:12:59,2023,12,December,Sunday,True,47,36-50,Female,City_16,True,Online,870,Decorations_Product,Decorations,2,44.16560485,88.33120971,Credit Card,True,8.833120971,True,True,Express,4.0,Rainy,Black Friday,3,True
1178,231,,2023-12-21,18:43:23,2023,12,December,Thursday,False,25,18-25,Male,City_5,True,Online,959,Toys_Product,Toys,5,92.3064241,461.5321205,Cash,False,0.0,False,True,Standard,5.0,Rainy,No Event,3,True
1179,71,49,2019-12-02,16:41:17,2019,12,December,Monday,False,50,36-50,Other,City_15,False,In-Store,493,Decorations_Product,Decorations,1,76.61880128,76.61880128,Debit Card,True,7.661880128,True,False,Not Applicable (In-Store),,Snowy,Black Friday,3,True
